QuSpin		
Mag#1:   Z2.0-00KW	29.04.2022	13:56:32
Time [s]	Magnetic Field [pT]	Magnetic Field (filtered) [pT]
4.950	-19.090	-20.122
4.955	-19.460	-20.152
4.960	-21.070	-20.039
4.965	-21.090	-20.374
4.970	-19.090	-20.121
4.975	-19.090	-19.859
4.980	-20.870	-19.857
4.985	-20.150	-19.414
4.990	-18.380	-19.436
4.995	-19.240	-19.933
5.000	-20.790	-19.702
0.000	-20.500	-19.817
0.000	-19.220	-20.266
0.000	-19.820	-20.445
0.000	-21.420	-20.360
0.000	-20.750	-20.156
0.000	-18.920	-20.018
0.000	-19.350	-19.955
0.000	-21.470	-20.334
0.000	-20.410	-19.822
0.000	-18.600	-19.797
0.000	-19.470	-20.032
0.000	-21.050	-19.834
0.000	-20.890	-20.311
0.000	-19.380	-20.545
0.000	-19.950	-20.505
0.000	-21.050	-19.932
0.000	-20.730	-20.210
0.000	-19.200	-20.290
0.000	-19.120	-19.680
0.000	-20.570	-19.546
0.000	-20.130	-19.585
0.000	-18.840	-19.834
0.000	-19.640	-20.128
0.000	-21.170	-20.153
0.000	-20.300	-19.848
0.000	-19.380	-20.374
0.000	-19.830	-20.233
0.000	-21.150	-20.179
0.000	-20.580	-20.196
0.000	-19.050	-20.028
0.000	-19.770	-20.142
0.000	-21.190	-20.201
0.000	-20.150	-19.823
0.000	-18.620	-19.656
0.000	-19.530	-19.837
0.000	-21.170	-20.093
0.000	-20.770	-20.426
0.000	-19.330	-20.384
0.000	-20.110	-20.439
0.000	-21.800	-20.714
0.000	-20.860	-20.536
0.000	-19.210	-20.335
0.000	-19.370	-19.753
0.000	-20.850	-19.770
0.000	-20.370	-19.973
0.000	-18.850	-19.919
0.000	-19.600	-19.990
0.000	-21.770	-20.633
0.000	-20.800	-20.379
0.000	-19.750	-20.872
0.000	-20.470	-20.845
0.000	-21.590	-20.498
0.000	-20.570	-20.255
0.000	-19.010	-20.138
0.000	-19.540	-19.879
0.000	-20.920	-19.817
0.000	-19.900	-19.595
0.000	-18.660	-19.770
0.000	-19.660	-19.925
0.000	-21.240	-20.096
0.000	-20.420	-20.147
0.000	-19.390	-20.501
0.000	-20.170	-20.408
0.000	-21.740	-20.616
0.000	-20.520	-20.305
0.000	-19.100	-20.261
0.000	-19.520	-19.771
0.000	-20.810	-19.696
0.000	-19.750	-19.530
0.000	-18.870	-19.961
0.000	-19.770	-19.940
0.000	-21.370	-20.252
0.000	-20.970	-20.740
0.000	-19.400	-20.497
0.000	-20.440	-20.668
0.000	-21.510	-20.420
0.000	-20.640	-20.440
0.000	-18.950	-20.071
0.000	-19.970	-20.184
0.000	-20.620	-19.546
0.000	-19.790	-19.634
0.000	-18.470	-19.543
0.000	-19.710	-19.835
0.000	-21.700	-20.537
0.000	-20.450	-20.295
0.000	-19.200	-20.383
0.000	-20.510	-20.624
0.000	-21.600	-20.408
0.000	-20.520	-20.436
0.000	-18.620	-19.869
0.000	-19.710	-19.836
0.000	-20.920	-19.677
0.000	-20.070	-19.943
0.000	-18.470	-19.719
0.000	-19.940	-20.049
0.000	-21.490	-20.188
0.000	-20.770	-20.617
0.000	-19.570	-20.826
0.000	-20.470	-20.618
0.000	-21.670	-20.441
0.000	-20.260	-20.159
0.000	-19.050	-20.297
0.000	-20.020	-20.117
0.000	-21.070	-19.857
0.000	-19.860	-19.801
0.000	-18.440	-19.673
0.000	-19.890	-19.927
0.000	-21.440	-20.158
0.000	-20.330	-20.272
0.000	-19.470	-20.709
0.000	-20.340	-20.379
0.000	-21.380	-20.186
0.000	-20.070	-20.069
0.000	-18.810	-20.019
0.000	-19.640	-19.666
0.000	-20.910	-19.727
0.000	-19.690	-19.672
0.000	-18.500	-19.686
0.000	-19.590	-19.606
0.000	-21.210	-19.997
0.000	-20.450	-20.371
0.000	-19.080	-20.270
0.000	-20.210	-20.294
0.000	-21.630	-20.427
0.000	-20.000	-19.950
0.000	-18.350	-19.628
0.000	-19.750	-19.809
0.000	-20.820	-19.543
0.000	-19.780	-19.731
0.000	-18.610	-19.863
0.000	-19.990	-20.009
0.000	-21.370	-20.092
0.000	-20.400	-20.355
0.000	-19.180	-20.432
0.000	-20.240	-20.288
0.000	-21.450	-20.215
0.000	-20.020	-20.001
0.000	-18.520	-19.795
0.000	-19.740	-19.775
0.000	-20.530	-19.297
0.000	-19.190	-19.211
0.000	-18.100	-19.330
0.000	-19.880	-19.797
0.000	-20.920	-19.659
0.000	-20.120	-20.180
0.000	-19.100	-20.304
0.000	-20.300	-20.227
0.000	-21.420	-20.226
0.000	-19.870	-19.976
0.000	-18.700	-19.920
0.000	-19.520	-19.451
0.000	-20.390	-19.235
0.000	-19.110	-19.209
0.000	-18.350	-19.477
0.000	-19.620	-19.486
0.000	-20.990	-19.837
0.000	-19.760	-19.870
0.000	-19.020	-20.139
0.000	-20.170	-20.036
0.000	-21.440	-20.312
0.000	-20.100	-20.226
0.000	-18.590	-19.763
0.000	-19.850	-19.759
0.000	-20.670	-19.521
0.000	-19.400	-19.518
0.000	-18.420	-19.561
0.000	-19.670	-19.543
0.000	-21.480	-20.276
0.000	-20.060	-20.138
0.000	-19.260	-20.450
0.000	-20.680	-20.560
0.000	-21.150	-20.002
0.000	-19.500	-19.705
0.000	-18.630	-19.794
0.000	-19.450	-19.273
0.000	-20.560	-19.431
0.000	-18.940	-19.138
0.000	-18.240	-19.370
0.000	-19.850	-19.599
0.000	-20.880	-19.721
0.000	-19.840	-20.061
0.000	-19.130	-20.240
0.000	-20.000	-19.794
0.000	-21.080	-19.998
0.000	-19.380	-19.611
0.000	-18.290	-19.418
0.000	-19.290	-19.098
0.000	-20.440	-19.323
0.000	-18.850	-19.052
0.000	-18.120	-19.241
0.000	-19.540	-19.309
0.000	-20.810	-19.653
0.000	-19.430	-19.638
0.000	-19.150	-20.252
0.000	-20.390	-20.131
0.000	-20.950	-19.886
0.000	-19.490	-19.789
0.000	-18.440	-19.530
0.000	-19.490	-19.231
0.000	-20.200	-19.150
0.000	-18.650	-18.943
0.000	-17.950	-19.006
0.000	-19.890	-19.533
0.000	-20.800	-19.687
0.000	-19.520	-19.861
0.000	-18.790	-19.884
0.000	-20.210	-19.858
0.000	-20.730	-19.659
0.000	-19.140	-19.533
0.000	-18.170	-19.273
0.000	-19.360	-19.002
0.000	-20.330	-19.232
0.000	-18.800	-19.154
0.000	-17.950	-19.062
0.000	-19.550	-19.185
0.000	-20.730	-19.570
0.000	-19.230	-19.568
0.000	-18.680	-19.820
0.000	-20.040	-19.685
0.000	-20.440	-19.342
0.000	-18.510	-18.941
0.000	-17.920	-19.044
0.000	-19.200	-18.772
0.000	-20.000	-18.890
0.000	-18.660	-19.071
0.000	-17.890	-18.990
0.000	-19.690	-19.253
0.000	-20.590	-19.449
0.000	-19.370	-19.769
0.000	-18.390	-19.526
0.000	-20.200	-19.792
0.000	-20.770	-19.623
0.000	-18.840	-19.300
0.000	-18.250	-19.418
0.000	-19.100	-18.687
0.000	-19.990	-18.869
0.000	-18.340	-18.753
0.000	-18.080	-19.173
0.000	-19.620	-19.164
0.000	-20.620	-19.500
0.000	-19.220	-19.640
0.000	-18.780	-19.866
0.000	-20.410	-19.956
0.000	-20.570	-19.519
0.000	-18.640	-19.173
0.000	-18.330	-19.387
0.000	-19.540	-19.009
0.000	-19.650	-18.665
0.000	-18.850	-19.360
0.000	-17.780	-18.747
0.000	-19.850	-19.333
0.000	-20.530	-19.504
0.000	-18.890	-19.409
0.000	-18.790	-19.785
0.000	-20.130	-19.586
0.000	-20.340	-19.389
0.000	-18.960	-19.519
0.000	-18.290	-19.244
0.000	-19.950	-19.392
0.000	-20.160	-19.218
0.000	-18.200	-18.820
0.000	-18.310	-19.240
0.000	-19.880	-19.210
0.000	-20.510	-19.560
0.000	-18.850	-19.509
0.000	-18.500	-19.453
0.000	-20.130	-19.461
0.000	-20.520	-19.563
0.000	-18.660	-19.353
0.000	-18.200	-19.186
0.000	-19.820	-19.133
0.000	-19.900	-18.939
0.000	-18.740	-19.414
0.000	-18.490	-19.403
0.000	-19.940	-19.268
0.000	-21.040	-20.073
0.000	-19.430	-20.040
0.000	-18.870	-19.855
0.000	-20.410	-19.817
0.000	-20.450	-19.499
0.000	-18.730	-19.367
0.000	-18.520	-19.469
0.000	-19.600	-18.993
0.000	-20.300	-19.364
0.000	-18.400	-19.008
0.000	-18.190	-19.142
0.000	-20.280	-19.613
0.000	-20.990	-19.964
0.000	-19.540	-20.163
0.000	-19.270	-20.271
0.000	-20.590	-19.981
0.000	-20.990	-20.012
0.000	-19.100	-19.733
0.000	-18.670	-19.678
0.000	-19.890	-19.294
0.000	-20.330	-19.350
0.000	-18.520	-19.131
0.000	-18.570	-19.532
0.000	-20.490	-19.814
0.000	-20.990	-19.988
0.000	-19.870	-20.489
0.000	-19.270	-20.249
0.000	-20.820	-20.224
0.000	-21.150	-20.178
0.000	-18.640	-19.319
0.000	-18.620	-19.641
0.000	-20.160	-19.461
0.000	-20.210	-19.225
0.000	-18.540	-19.264
0.000	-18.750	-19.692
0.000	-20.680	-19.889
0.000	-20.900	-19.939
0.000	-19.440	-20.215
0.000	-19.050	-20.003
0.000	-20.790	-20.022
0.000	-20.880	-19.936
0.000	-18.830	-19.643
0.000	-18.700	-19.666
0.000	-20.430	-19.607
0.000	-20.500	-19.546
0.000	-18.470	-19.331
0.000	-18.420	-19.387
0.000	-20.200	-19.325
0.000	-21.000	-19.978
0.000	-19.400	-20.208
0.000	-19.200	-20.205
0.000	-21.040	-20.223
0.000	-20.880	-19.901
0.000	-18.550	-19.447
0.000	-18.640	-19.643
0.000	-20.120	-19.230
0.000	-20.200	-19.233
0.000	-18.780	-19.644
0.000	-19.420	-20.287
0.000	-20.670	-19.784
0.000	-20.860	-20.026
0.000	-19.830	-20.646
0.000	-19.600	-20.388
0.000	-21.320	-20.513
0.000	-21.170	-20.396
0.000	-19.230	-20.079
0.000	-18.790	-19.622
0.000	-20.440	-19.627
0.000	-20.750	-19.901
0.000	-18.730	-19.552
0.000	-18.590	-19.473
0.000	-20.910	-20.040
0.000	-20.770	-19.854
0.000	-19.470	-20.320
0.000	-19.610	-20.469
0.000	-21.300	-20.435
0.000	-21.220	-20.375
0.000	-19.560	-20.431
0.000	-19.100	-19.977
0.000	-20.290	-19.501
0.000	-20.400	-19.564
0.000	-18.620	-19.415
0.000	-19.210	-20.000
0.000	-20.880	-20.029
0.000	-21.260	-20.438
0.000	-19.920	-20.711
0.000	-19.820	-20.620
0.000	-21.240	-20.473
0.000	-21.090	-20.325
0.000	-19.490	-20.272
0.000	-19.100	-19.896
0.000	-20.200	-19.493
0.000	-20.190	-19.442
0.000	-18.990	-19.672
0.000	-19.500	-20.171
0.000	-21.200	-20.455
0.000	-20.920	-20.256
0.000	-19.530	-20.287
0.000	-19.760	-20.396
0.000	-21.630	-20.826
0.000	-21.050	-20.427
0.000	-19.570	-20.415
0.000	-19.370	-20.016
0.000	-20.730	-19.926
0.000	-20.790	-20.144
0.000	-18.990	-19.807
0.000	-19.470	-20.108
0.000	-21.040	-20.186
0.000	-20.820	-20.186
0.000	-19.810	-20.628
0.000	-19.770	-20.376
0.000	-21.130	-20.337
0.000	-20.870	-20.284
0.000	-19.110	-19.939
0.000	-19.160	-19.780
0.000	-20.480	-19.673
0.000	-20.200	-19.604
0.000	-18.640	-19.467
0.000	-19.450	-19.999
0.000	-20.920	-20.038
0.000	-20.800	-20.241
0.000	-19.390	-20.258
0.000	-19.540	-20.101
0.000	-21.490	-20.586
0.000	-21.040	-20.456
0.000	-19.480	-20.408
0.000	-19.360	-19.981
0.000	-20.520	-19.654
0.000	-20.270	-19.681
0.000	-19.040	-19.888
0.000	-19.350	-19.912
0.000	-21.350	-20.449
0.000	-20.820	-20.235
0.000	-19.280	-20.209
0.000	-19.770	-20.340
0.000	-21.510	-20.543
0.000	-21.000	-20.428
0.000	-18.830	-19.870
0.000	-19.100	-19.732
0.000	-20.970	-19.911
0.000	-20.100	-19.490
0.000	-18.760	-19.841
0.000	-19.330	-19.900
0.000	-21.190	-20.071
0.000	-20.850	-20.252
0.000	-19.350	-20.452
0.000	-20.090	-20.649
0.000	-21.790	-20.654
0.000	-20.940	-20.409
0.000	-19.210	-20.387
0.000	-19.340	-19.911
0.000	-20.810	-19.680
0.000	-20.620	-20.040
0.000	-18.690	-19.820
0.000	-19.490	-20.065
0.000	-21.300	-20.129
0.000	-21.040	-20.433
0.000	-19.820	-20.931
0.000	-20.250	-20.822
0.000	-21.500	-20.428
0.000	-20.820	-20.299
0.000	-18.920	-20.033
0.000	-19.570	-20.102
0.000	-21.270	-20.140
0.000	-20.670	-20.139
0.000	-19.090	-20.221
0.000	-19.840	-20.347
0.000	-21.850	-20.670
0.000	-21.280	-20.743
0.000	-19.730	-20.900
0.000	-20.090	-20.634
0.000	-21.860	-20.699
0.000	-21.030	-20.501
0.000	-19.350	-20.534
0.000	-19.980	-20.505
0.000	-21.360	-20.199
0.000	-20.590	-20.105
0.000	-19.040	-20.207
0.000	-19.590	-20.071
0.000	-21.270	-20.106
0.000	-20.850	-20.349
0.000	-19.720	-20.823
0.000	-20.610	-21.042
0.000	-21.370	-20.315
0.000	-20.560	-20.214
0.000	-19.010	-20.083
0.000	-19.400	-19.771
0.000	-20.990	-19.934
0.000	-20.130	-19.772
0.000	-19.400	-20.409
0.000	-19.560	-19.894
0.000	-21.360	-20.363
0.000	-20.500	-20.155
0.000	-19.020	-20.039
0.000	-19.820	-20.153
0.000	-21.420	-20.375
0.000	-20.910	-20.551
0.000	-18.720	-19.815
0.000	-19.850	-20.230
0.000	-21.190	-20.069
0.000	-20.080	-19.750
0.000	-18.740	-19.882
0.000	-19.790	-20.079
0.000	-21.020	-19.873
0.000	-20.550	-20.256
0.000	-19.040	-20.165
0.000	-19.970	-20.253
0.000	-21.390	-20.254
0.000	-20.290	-20.038
0.000	-18.650	-19.829
0.000	-19.150	-19.445
0.000	-20.440	-19.302
0.000	-19.270	-19.022
0.000	-18.250	-19.383
0.000	-19.450	-19.630
0.000	-20.910	-19.741
0.000	-19.910	-19.736
0.000	-18.420	-19.606
0.000	-19.150	-19.345
0.000	-20.780	-19.589
0.000	-19.600	-19.411
0.000	-17.820	-19.066
0.000	-18.760	-18.978
0.000	-20.090	-18.854
0.000	-19.400	-19.172
0.000	-17.760	-18.992
0.000	-18.790	-19.025
0.000	-20.300	-19.055
0.000	-19.540	-19.286
0.000	-18.250	-19.465
0.000	-19.020	-19.272
0.000	-20.310	-19.122
0.000	-19.180	-18.960
0.000	-17.630	-18.846
0.000	-17.800	-18.094
0.000	-19.490	-18.319
0.000	-18.150	-17.875
0.000	-16.860	-18.055
0.000	-18.400	-18.607
0.000	-19.580	-18.355
0.000	-18.740	-18.545
0.000	-17.620	-18.808
0.000	-18.530	-18.703
0.000	-19.670	-18.509
0.000	-18.250	-18.138
0.000	-16.870	-18.070
0.000	-18.100	-18.195
0.000	-19.110	-17.922
0.000	-18.340	-18.253
0.000	-17.040	-18.203
0.000	-18.050	-18.135
0.000	-19.590	-18.409
0.000	-18.750	-18.630
0.000	-17.170	-18.356
0.000	-18.610	-18.714
0.000	-19.610	-18.418
0.000	-18.300	-18.248
0.000	-16.940	-18.158
0.000	-17.950	-18.012
0.000	-18.920	-17.738
0.000	-17.520	-17.514
0.000	-16.400	-17.595
0.000	-17.950	-17.905
0.000	-19.010	-17.795
0.000	-17.880	-17.939
0.000	-17.010	-18.191
0.000	-17.840	-17.779
0.000	-19.330	-18.153
0.000	-18.070	-18.115
0.000	-16.540	-17.753
0.000	-17.800	-17.773
0.000	-18.610	-17.425
0.000	-17.450	-17.511
0.000	-16.320	-17.498
0.000	-17.610	-17.534
0.000	-19.090	-17.878
0.000	-17.910	-17.959
0.000	-17.100	-18.277
0.000	-18.010	-17.952
0.000	-19.400	-18.228
0.000	-17.920	-17.984
0.000	-16.020	-17.279
0.000	-17.500	-17.475
0.000	-18.230	-16.992
0.000	-16.990	-17.059
0.000	-16.320	-17.514
0.000	-17.160	-17.081
0.000	-18.370	-17.205
0.000	-17.220	-17.288
0.000	-16.420	-17.550
0.000	-17.500	-17.413
0.000	-18.780	-17.647
0.000	-16.930	-17.057
0.000	-16.240	-17.392
0.000	-16.990	-16.870
0.000	-17.990	-16.887
0.000	-16.890	-17.007
0.000	-16.270	-17.325
0.000	-17.390	-17.243
0.000	-18.500	-17.444
0.000	-17.400	-17.530
0.000	-16.730	-17.749
0.000	-17.960	-17.798
0.000	-18.790	-17.780
0.000	-17.320	-17.518
0.000	-16.260	-17.303
0.000	-16.970	-16.825
0.000	-18.040	-17.030
0.000	-16.800	-16.941
0.000	-16.180	-17.168
0.000	-17.550	-17.364
0.000	-18.690	-17.667
0.000	-18.070	-18.188
0.000	-16.910	-17.904
0.000	-17.910	-17.823
0.000	-18.740	-17.767
0.000	-17.490	-17.597
0.000	-16.240	-17.251
0.000	-17.320	-17.245
0.000	-18.350	-17.337
0.000	-16.760	-16.869
0.000	-16.100	-17.128
0.000	-17.760	-17.583
0.000	-18.770	-17.693
0.000	-17.480	-17.657
0.000	-16.600	-17.679
0.000	-18.110	-17.904
0.000	-18.700	-17.625
0.000	-17.040	-17.310
0.000	-16.100	-17.214
0.000	-17.480	-17.207
0.000	-18.170	-17.066
0.000	-16.850	-17.142
0.000	-16.590	-17.643
0.000	-17.780	-17.447
0.000	-19.020	-17.941
0.000	-17.500	-17.814
0.000	-16.850	-17.931
0.000	-18.070	-17.750
0.000	-19.220	-18.121
0.000	-17.140	-17.496
0.000	-16.190	-17.362
0.000	-17.630	-17.280
0.000	-18.340	-17.177
0.000	-16.810	-17.181
0.000	-16.320	-17.463
0.000	-17.630	-17.241
0.000	-18.920	-17.746
0.000	-17.250	-17.618
0.000	-17.050	-18.189
0.000	-18.590	-18.161
0.000	-19.010	-17.895
0.000	-17.120	-17.614
0.000	-16.290	-17.448
0.000	-17.620	-17.150
0.000	-18.570	-17.411
0.000	-17.220	-17.658
0.000	-16.480	-17.623
0.000	-18.300	-17.834
0.000	-19.060	-17.890
0.000	-17.730	-18.177
0.000	-17.000	-18.151
0.000	-18.500	-18.055
0.000	-19.300	-18.147
0.000	-17.490	-17.954
0.000	-16.650	-17.834
0.000	-18.200	-17.746
0.000	-18.640	-17.483
0.000	-17.390	-17.843
0.000	-16.720	-17.845
0.000	-18.230	-17.775
0.000	-19.390	-18.230
0.000	-18.160	-18.550
0.000	-17.170	-18.324
0.000	-18.870	-18.486
0.000	-19.570	-18.407
0.000	-17.830	-18.238
0.000	-17.020	-18.204
0.000	-18.430	-18.039
0.000	-18.980	-17.827
0.000	-17.570	-17.969
0.000	-17.290	-18.391
0.000	-18.820	-18.382
0.000	-19.350	-18.264
0.000	-18.150	-18.575
0.000	-17.890	-18.911
0.000	-19.150	-18.710
0.000	-19.490	-18.515
0.000	-18.370	-18.805
0.000	-17.770	-18.713
0.000	-19.070	-18.646
0.000	-19.500	-18.583
0.000	-17.770	-18.234
0.000	-17.890	-18.774
0.000	-19.480	-18.945
0.000	-20.270	-19.350
0.000	-18.740	-19.257
0.000	-18.100	-19.037
0.000	-20.040	-19.493
0.000	-19.990	-19.061
0.000	-18.700	-19.278
0.000	-17.920	-18.858
0.000	-19.140	-18.612
0.000	-19.550	-18.640
0.000	-17.900	-18.450
0.000	-17.740	-18.640
0.000	-20.050	-19.404
0.000	-20.390	-19.427
0.000	-18.590	-19.265
0.000	-18.740	-19.676
0.000	-20.390	-19.662
0.000	-20.560	-19.633
0.000	-18.890	-19.640
0.000	-18.070	-19.045
0.000	-19.720	-19.009
0.000	-19.930	-18.963
0.000	-18.450	-19.162
0.000	-18.230	-19.175
0.000	-20.100	-19.356
0.000	-20.350	-19.389
0.000	-18.870	-19.606
0.000	-18.620	-19.563
0.000	-20.240	-19.501
0.000	-20.440	-19.506
0.000	-18.850	-19.593
0.000	-18.290	-19.245
0.000	-19.700	-19.000
0.000	-20.040	-19.100
0.000	-18.120	-18.842
0.000	-18.470	-19.381
0.000	-20.350	-19.554
0.000	-20.750	-19.805
0.000	-19.370	-20.127
0.000	-18.820	-19.767
0.000	-20.570	-19.831
0.000	-20.550	-19.618
0.000	-19.020	-19.771
0.000	-18.030	-19.015
0.000	-19.920	-19.213
0.000	-20.220	-19.214
0.000	-18.540	-19.247
0.000	-18.400	-19.393
0.000	-20.550	-19.790
0.000	-20.650	-19.632
0.000	-19.290	-20.035
0.000	-19.020	-20.007
0.000	-20.520	-19.793
0.000	-20.700	-19.737
0.000	-18.780	-19.535
0.000	-18.500	-19.486
0.000	-20.370	-19.604
0.000	-20.200	-19.236
0.000	-18.620	-19.410
0.000	-18.850	-19.764
0.000	-20.550	-19.723
0.000	-20.820	-19.899
0.000	-19.690	-20.458
0.000	-19.370	-20.254
0.000	-21.030	-20.275
0.000	-21.260	-20.372
0.000	-18.940	-19.747
0.000	-18.750	-19.695
0.000	-20.360	-19.563
0.000	-20.270	-19.357
0.000	-18.740	-19.544
0.000	-18.700	-19.589
0.000	-20.640	-19.806
0.000	-20.470	-19.587
0.000	-19.220	-20.040
0.000	-19.460	-20.275
0.000	-21.170	-20.319
0.000	-20.720	-19.946
0.000	-18.900	-19.807
0.000	-18.490	-19.310
0.000	-20.170	-19.298
0.000	-20.250	-19.427
0.000	-18.500	-19.373
0.000	-18.650	-19.462
0.000	-20.780	-19.855
0.000	-20.690	-19.849
0.000	-19.190	-20.103
0.000	-19.350	-20.158
0.000	-21.390	-20.437
0.000	-20.750	-19.967
0.000	-18.980	-19.987
0.000	-18.770	-19.581
0.000	-20.590	-19.603
0.000	-20.520	-19.703
0.000	-18.770	-19.755
0.000	-19.290	-20.069
0.000	-20.930	-19.919
0.000	-20.920	-20.142
0.000	-19.040	-20.052
0.000	-19.740	-20.480
0.000	-21.290	-20.249
0.000	-20.880	-20.177
0.000	-19.140	-20.199
0.000	-19.280	-19.989
0.000	-20.860	-19.823
0.000	-20.290	-19.625
0.000	-18.720	-19.772
0.000	-19.030	-19.677
0.000	-20.740	-19.685
0.000	-20.870	-20.189
0.000	-19.250	-20.262
0.000	-19.440	-20.118
0.000	-21.230	-20.217
0.000	-20.870	-20.194
0.000	-19.160	-20.182
0.000	-19.350	-20.033
0.000	-20.700	-19.716
0.000	-20.590	-19.924
0.000	-18.570	-19.569
0.000	-18.950	-19.635
0.000	-20.820	-19.797
0.000	-20.940	-20.207
0.000	-19.600	-20.557
0.000	-19.670	-20.385
0.000	-21.340	-20.399
0.000	-21.220	-20.497
0.000	-19.070	-20.042
0.000	-18.990	-19.778
0.000	-20.880	-19.919
0.000	-20.570	-19.778
0.000	-18.570	-19.563
0.000	-19.370	-20.133
0.000	-21.150	-20.104
0.000	-20.920	-20.153
0.000	-19.420	-20.441
0.000	-19.910	-20.634
0.000	-21.670	-20.628
0.000	-21.120	-20.419
0.000	-19.190	-20.270
0.000	-19.570	-20.280
0.000	-21.070	-20.006
0.000	-20.740	-20.054
0.000	-18.900	-19.973
0.000	-19.540	-20.207
0.000	-21.200	-20.108
0.000	-20.960	-20.291
0.000	-19.410	-20.475
0.000	-19.960	-20.595
0.000	-21.640	-20.562
0.000	-20.990	-20.382
0.000	-19.040	-20.160
0.000	-19.620	-20.233
0.000	-20.790	-19.704
0.000	-20.290	-19.732
0.000	-18.870	-19.939
0.000	-19.420	-19.946
0.000	-21.410	-20.304
0.000	-21.230	-20.652
0.000	-19.970	-21.015
0.000	-20.470	-21.007
0.000	-21.960	-20.923
0.000	-20.960	-20.483
0.000	-19.250	-20.340
0.000	-19.620	-20.116
0.000	-21.120	-20.052
0.000	-20.840	-20.336
0.000	-18.950	-20.022
0.000	-19.670	-20.178
0.000	-21.400	-20.300
0.000	-21.070	-20.538
0.000	-19.550	-20.624
0.000	-20.200	-20.710
0.000	-21.320	-20.277
0.000	-20.720	-20.260
0.000	-18.850	-19.925
0.000	-19.390	-19.875
0.000	-20.790	-19.732
0.000	-20.290	-19.819
0.000	-18.710	-19.765
0.000	-19.650	-20.087
0.000	-21.300	-20.204
0.000	-20.700	-20.258
0.000	-19.070	-20.172
0.000	-19.850	-20.281
0.000	-21.420	-20.302
0.000	-20.600	-20.188
0.000	-19.090	-20.220
0.000	-19.290	-19.734
0.000	-20.750	-19.666
0.000	-20.290	-19.843
0.000	-18.870	-19.930
0.000	-19.670	-20.088
0.000	-21.420	-20.325
0.000	-20.850	-20.410
0.000	-19.230	-20.327
0.000	-19.990	-20.424
0.000	-21.370	-20.276
0.000	-20.220	-19.846
0.000	-18.770	-19.901
0.000	-19.870	-20.201
0.000	-20.970	-19.841
0.000	-20.040	-19.762
0.000	-18.780	-19.907
0.000	-19.430	-19.697
0.000	-21.220	-20.074
0.000	-20.930	-20.595
0.000	-19.130	-20.263
0.000	-20.190	-20.523
0.000	-21.550	-20.401
0.000	-20.750	-20.434
0.000	-19.070	-20.239
0.000	-19.410	-19.778
0.000	-20.530	-19.431
0.000	-20.000	-19.648
0.000	-18.750	-19.813
0.000	-19.380	-19.721
0.000	-21.270	-20.177
0.000	-21.010	-20.593
0.000	-19.410	-20.474
0.000	-19.920	-20.360
0.000	-21.450	-20.396
0.000	-20.660	-20.229
0.000	-18.780	-19.878
0.000	-19.370	-19.840
0.000	-20.890	-19.799
0.000	-19.840	-19.405
0.000	-18.550	-19.654
0.000	-19.540	-19.928
0.000	-20.960	-19.838
0.000	-20.260	-19.878
0.000	-19.170	-20.255
0.000	-20.290	-20.602
0.000	-21.470	-20.375
0.000	-20.530	-20.258
0.000	-18.820	-19.954
0.000	-19.520	-19.821
0.000	-20.630	-19.532
0.000	-19.870	-19.597
0.000	-18.460	-19.556
0.000	-19.560	-19.804
0.000	-21.170	-20.031
0.000	-20.490	-20.218
0.000	-18.680	-19.840
0.000	-19.850	-20.123
0.000	-20.990	-19.826
0.000	-20.120	-19.877
0.000	-18.580	-19.755
0.000	-19.190	-19.463
0.000	-20.470	-19.329
0.000	-19.410	-19.170
0.000	-18.070	-19.223
0.000	-19.320	-19.520
0.000	-21.060	-19.846
0.000	-20.190	-19.960
0.000	-18.750	-19.961
0.000	-19.770	-19.990
0.000	-21.140	-19.926
0.000	-20.100	-19.896
0.000	-18.500	-19.738
0.000	-19.040	-19.292
0.000	-20.640	-19.423
0.000	-19.510	-19.264
0.000	-18.420	-19.624
0.000	-19.200	-19.427
0.000	-20.710	-19.513
0.000	-19.790	-19.556
0.000	-19.120	-20.252
0.000	-19.760	-19.953
0.000	-20.900	-19.812
0.000	-19.620	-19.478
0.000	-18.460	-19.565
0.000	-19.270	-19.408
0.000	-20.340	-19.267
0.000	-19.330	-19.220
0.000	-18.200	-19.266
0.000	-19.740	-19.786
0.000	-21.020	-19.901
0.000	-20.250	-20.183
0.000	-18.740	-19.861
0.000	-20.110	-20.165
0.000	-21.260	-20.117
0.000	-20.120	-20.085
0.000	-18.290	-19.492
0.000	-19.540	-19.606
0.000	-20.220	-19.053
0.000	-19.470	-19.430
0.000	-18.170	-19.315
0.000	-19.310	-19.346
0.000	-20.890	-19.709
0.000	-19.720	-19.664
0.000	-18.670	-19.842
0.000	-19.950	-19.969
0.000	-21.050	-19.873
0.000	-20.060	-20.044
0.000	-18.420	-19.623
0.000	-19.600	-19.643
0.000	-20.250	-19.092
0.000	-19.160	-19.168
0.000	-18.290	-19.418
0.000	-19.940	-19.858
0.000	-21.050	-19.881
0.000	-19.830	-19.922
0.000	-18.680	-19.853
0.000	-20.050	-19.941
0.000	-21.160	-19.975
0.000	-19.810	-19.935
0.000	-18.420	-19.639
0.000	-19.450	-19.363
0.000	-20.750	-19.535
0.000	-19.620	-19.688
0.000	-18.470	-19.676
0.000	-20.000	-19.903
0.000	-20.900	-19.690
0.000	-19.820	-19.925
